商品編號,商品名稱,單價
306642 , D048 聲光迴力國道警車,220
306658 , A719KT甜蜜小廚房,350
306679 , T131日版虎鯨變體組,139
306689 , T157娃娃屋歌手派對,180
306704 , 加賀屋-胡麻味噌醬拌豆腐,59
306734 , T235恐龍快餐背包,150
306744 , (離)加賀屋-魚介高湯鮮蔬魚肉鍋,109
306794 , 雙拼起司紅醬焗飯,89
306803 , 台灣啤酒330ml葡萄啤酒,37
306858 , Pepero杏仁巧克力棒,45
306874 , 加倍佳棒棒糖,14
306887 , 黑松FIN補給飲料PET975,39
306888 , 旺仔小饅頭,30
306895 , 萬歲蒜味珍珠開心果,130
306964 , G)日本7PREMIUM南高梅沙瓦酒飲,109
307040 , 102秋格蘭傑經典威士忌禮盒,950
307093 , 預)幸福物語口罩50入-松果奇奇,179
307163 , 小福獸2夏日祭典(6PCS),1200
307189 , 公賣局紅標料理米酒0.6L,27
307193 , 區)高鐵列車筆袋,250
307203 , UCC台灣綜合黑咖啡(四入組),599
307246 , 區)高鐵列車長帽零錢購物包,420
307269 , (預)DUSKIN抗菌洗手慕斯300ml,125
307288 , 原萃日式綠茶PET975,45
307319 , (時預)甜心凱蒂兩用手提包-深藍,699
307327 , 香滷蛋,18
307366 , 膳馨佛跳牆,139
307392 , T236磨輪坦克車,99
307418 , 加賀屋-豪華海陸炊飯御膳,109
307468 , T222園藝手提箱,180
307476 , (澎)豪華海鮮雙手卷,65
307484 , (專)炆久之芯萬千鍋物素辛香麻辣,210
307485 , (金馬)豪華海鮮雙手卷,65
307507 , T223合金消防車,120
307514 , (離)雙拼起司紅醬焗飯,98
307561 , (A)科學麵原味,10
307563 , (離)加賀屋-豪華海陸炊飯御膳,120
307587 , 新東陽精緻豬肉鬆180g,190
307628 , 利捷維有酵維生素C口嚼錠5錠,49
307632 , T224投籃組,99
307642 , G)Bourbon FET葡萄軟糖,49
307648 , 解壓彈力網,79
307675 , F320 電動釣魚盤,160
307702 , D021 海盜桶,160
307719 , D080 筒裝動物,120
307733 , F-16戰機,299
307739 , (預)百齡罈17年調和蘇格蘭威士忌,1699
307756 , 佩佩豬果汁機,399
307774 , 哈根達斯日本焦香奶油脆餅冰淇淋,149
307787 , (區)幸福餐盒,60
307803 , G)STRIKING跳跳糖-藍莓風味,59
307825 , 加賀屋-魚介高湯牛肉烏龍麵,99
307832 , (區)所長茶葉蛋-蛋白執-香辣,169
307841 , G)韓國YOPOKKI辣炒年糕_甜辣口味,89
307849 , (區)所長茶葉蛋-蛋白執,169
307905 , (離)加賀屋-魚介高湯牛肉烏龍麵,109
307920 , G)Uni Wonder氣泡調酒-莫希托,99
307968 , G)STRIKING跳跳糖-青蘋果風味,59
307970 , 三得利微醉雞尾酒-白色沙瓦,49
307973 , (量)大田海洋大豬公風味魚片(罐),299
307976 , G)韓國YOPOKKI辣炒年糕_起司口味,89
307996 , (離)九州風味炒拉麵,98
308008 , 九州風味炒拉麵,89
308014 , 極饗-奮起湖軟燒肉便當,89
308023 , 爭鮮黃金甜玉米粒,57
308043 , (離)極饗-奮起湖軟燒肉便當,98
308061 , (7F)CP蒜香雞柳300g,99
308069 , (量)良澔金金糖,69
308097 , (區)良食草堂-黑芝麻糕,199
308111 , KOBARU雙色原子筆(OPEN!水果),119
308121 , G)MB寶寶香氛潔淨沐浴乳500ml,390
308123 , (區)甲仙農會Q芋頭3入裝,199
308126 , 好時伯爵巧克力塔,55
308131 , G)MB寶寶香氛潔淨沐浴乳1000ml,680
308133 , (區)甲仙農會鮮芋條,150
308137 , KOBARU雙色原子筆(OPEN!夏日),119
308142 , (7F)CP BBQ風味燒烤雞翅400g,169
308144 , (區)甲仙農會芋頭牛軋糖,185
308152 , OPEN!紙膠帶貼紙(水果款),129
308161 , 加賀屋-海鮮炊飯飯糰(圓),42
308175 , OPEN!紙膠帶貼紙(夏日款),129
308176 , (澎)加賀屋-海鮮炊飯飯糰(圓),47
308184 , (預)SKB復古色按動中性筆2-5入,89
308186 , (金馬)加賀屋-海鮮炊飯飯糰(圓),47
308205 , 明治即攻元氣機能飲-胺基酸,59
308209 , 量)搖滾雞濾水網-100入,49
308228 , 好時爆餡巧克力羅馬包,55
308230 , (區-訂1來1箱)柴魚黑潮片,100
308231 , (7F)CP 紐奧良風味燒烤雞翅400g,169
308270 , 時)三瑩手寫創意紅包袋SL-562,20
308277 , G)北海道JA余市葡萄調酒,89
308310 , 2oz濃!草莓冰淇淋59元,59
308321 , G)北海道夕張哈密瓜牛奶沙瓦,89
308324 , 3oz濃!草莓冰淇淋89元,89
308331 , G)MB白麝香氛潔淨沐浴乳500ml,390
308336 , 福爾威創家用抗原快速檢驗套5入,750
308403 , (預)PLAYBOY流行字母女短襪5雙組,389
308404 , (吊)御料小館蒜味里肌,59
308434 , 蜜蜂工坊-蜂蜜草莓牛奶,39
308442 , G)MB白麝香氛潔淨沐浴乳1000ml,680
308461 , (預)PILOT亮彩魔擦筆0.7-6色組,335
308516 , (節)戀戀愛心櫻桃盒500G,659
308520 , 蘇菲立體防漏衛生棉23cm10片,39
308534 , G)日本Maruka炸海苔芥末風味,199
308583 , (預)Post-it 利貼可再貼環保便條,149
308596 , G)日本丸川葡萄味口香糖,59
308625 , (預)SKB按動柔光筆組-6入,118
308633 , (預)SDI直液替換式白板筆超值包,149
308639 , (區)手工蛋捲-胚芽蛋捲,150
308654 , 乾燥草莓丁(2包),10
308698 , 味味一品原味牛肉麵碗,59
308711 , 海尼根啤酒650ml瓶,100
308717 , (區)蜜蜂故事館-藝伎咖啡米乖乖,59
308729 , G)日本丸川柳橙味口香糖,59
308735 , (熱弁當)油豆腐,39
308776 , 新東陽金紅禧肉乾禮盒,679
308814 , 哈根達斯日本草莓可可冰淇淋,149
308815 , EXTRA無糖口香糖香甜葡萄口味,49
308848 , T194磨輪工程車,199
308885 , 2O)臺虎精釀含情麥麥啤酒,89
308896 , 蜜妮抗菌洗手慕絲自然清香280ML,125
308898 , (3L)日本甘樂軟糖樹精們大發生,85
309007 , 春上-QQ泡芙(JIF花生),135
309011 , 春上-Mini漢堡(JIF花生),150
309068 , 白博士廚房清潔劑,85
309094 , G)Uni Wonder氣泡調酒威士忌檸檬,99
309105 , G)北海道道產素材草莓牛奶沙瓦,89
309125 , 晶英黑晶叉燒刈包,65
309170 , (預)奶油獅12色水性旋轉蠟筆,150
309173 , 義美天然取向蘇打(鮮蔥）,42
309206 , G)Uni Wonder氣泡調酒-桑格莉亞,99
309219 , 義美新艾菲爾名店禮盒,420
309280 , (量)盛香珍杏仁奶油曲奇,45
309290 , (預)熊寶貝花型芳香豆-梨花280ml,198
309296 , (量)盛香珍榛果巧克力風味厚捲燒,45
309301 , 智利之星卡本內蘇維翁葡萄酒,319
309322 , (量)盛香珍香蕉牛奶薄燒,45
309323 , G)Uni Wonder氣泡調酒莫斯科騾子,99
309329 , (量)日東紅茶皇家奶茶-經典原味,179
309341 , T195蘑菇黏土盒,80
309351 , (量)幸堂優格蛋糕10入,199
309365 , 雪月仙貝,69
309417 , 西莎蒔蘿焗烤菲力牛肉,49
309439 , (時)FILA男條紋拼接抗菌平口褲L,229
309446 , (時)FILA男條紋拼接抗菌平口褲XL,229
309465 , (時)A.P雨傘盒裝三角褲3入-XL,359
309467 , 白蘭氏養蔘飲60ml,69
309480 , 桂格人蔘蜆精,69
309495 , 雙頭膠水50ml,25
309497 , (時)A.P雨傘盒裝三角褲3入-L,359
309503 , 103春威雀金冠大驚喜特惠組,456
309514 , 103年軒尼詩VSOP特別限量版,1780
309516 , 103春軒尼詩VSOP禮盒,1700
309520 , 103春雪樹伏特加禮盒,999
309531 , 103春軒尼詩X.O禮盒,5800
309594 , (時)FILA男條紋拼接抗菌平口褲M,229
309607 , (7F)21Plus紫金地瓜球+可樂,74
309624 , (節)杜老爺玉井情人果大脆冰棒,35
309632 , 不二家綜合牛奶糖提籃禮盒,529
309647 , (開)優選玉女番茄200g,119
309697 , 奇多隨口脆兩倍濃起司玉米脆,12
309708 , 奇多隨口脆雞汁口味玉米脆,15
309781 , (7F)21Plus雞薯條,70
309788 , 比菲多軟糖(原味),25
309797 , 奇多隨口脆家常起司口味玉米脆,15
309820 , (7A)熱浪南洋咖哩飯+酥脆豆皮,219
309829 , 日本新谷酵素-夜遲酵素錠3日份,199
309900 , ★(澎)鮪魚肉鬆雙手卷,65
309912 , 萬歲牌蜜脆雙果隨手包,40
309913 , MD櫻花植萃香氛護手霜-SOUSOU,199
309923 , 星宇新極上-胡同炭火霜降牛,55
309936 , ★鮪魚肉鬆雙手卷,59
309946 , (澎)星宇新極上-胡同炭火霜降牛,61
309964 , 萬歲牌綜合纖果隨手包,40
309982 , (金)星宇新極上-胡同炭火霜降牛,61
310006 , 頌丹樂-泰式打拋豬飯糰,39
310031 , (澎)頌丹樂-泰式打拋豬飯糰,43
310076 , 旺旺仙貝家庭號,69
310097 , Konomi相撲手脆紫菜-原味,89
310099 , (量)盛香珍黃金巧克力巧克酥,45
310118 , (量)盛香珍葡萄厚捲燒,45
310119 , (量)盛香珍法式鹽之花奶油蝴蝶酥,45
310132 , Konomi相撲手脆紫菜-辣味,89
310175 , ★(金馬)鮪魚肉鬆雙手卷,65
310192 , (時)A.P雨傘盒裝三角褲3入-M,359
310195 , (7F)21Plus雞薯條+可樂,94
310216 , (金馬)頌丹樂-泰式打拋豬飯糰,43
310225 , 濟州島達克瓦茲-漢拏峰柑橘風味,65
310236 , (7F)氣炸人生日式豚炸豬排,480
310308 , 泰山玄米油600ml,185
310325 , 一匙靈抗菌EX洗衣精1.5kg補充包,99
310356 , 高崎培根,80
310367 , 小寶亨春波綠,95
310410 , (吊)滿漢小香腸(椒麻),42
310466 , 金蘋果蘋果牛奶乳飲品175ml,22
310514 , (P)愛喜雅金罐44號-鮪魚雞肉,69
310519 , (P)愛喜雅金罐43號-鮪魚鮭魚,69
310524 , OPEN小將-芭樂切片,49
310527 , (P)陪心無穀低敏犬糧-羊肉口味,159
310528 , (P)陪心無穀低碳貓糧-鮮雞野莓,159
310536 , (寵)HM-蒸鮮棒棒腿-鵪鶉蛋,59
310543 , (P)陪心-分我吃一口-口腔清爽,69
310546 , (P)陪心-分我吃一口-臭臭掰掰,69
310600 , (時)FILA男涼感吸排平口褲M,179
310601 , (時)FILA男涼感吸排平口褲XL,179
310602 , G(預)雪肌粹5周年美顏禮盒,937
310609 , (時)FILA男涼感吸排平口褲L,179
310614 , (時)CR 抗菌沁涼囊袋平口褲混XL,129
310617 , (時)CR 超柔棉彈力平口褲2入混XL,249
310628 , (時)CR 抗菌沁涼囊袋平口褲混M,129
310633 , (時)CR 超柔棉彈力平口褲2入混M,249
310636 , (時)CR 抗菌沁涼囊袋平口褲-混L,129
310675 , (時)CR 超柔棉彈力平口褲2入混L,249
310713 , G)法國普拉媽媽濃郁巧克力餅乾盒,299
310748 , (時預)甜心凱蒂側背包-粉,599
310761 , 一度贊老甕牛肉麵,59
310823 , 爍馨環保植物纖維紙碗12入,39
310825 , 爍馨環保植物纖維圓紙盤5入,39
310845 , (熱弁當)黑打拋飯,99
310854 , 日本Tarami蒟蒻凍飲-葡萄風味,59
310855 , 紳藍經典蘇格蘭威士忌300ml,250
310871 , (選)黃澤豐人蔘龜鹿藥酒,80
310912 , G)法國普拉媽媽巧克力碎片餅乾盒,299
310932 , (熱弁當)薑黃猴頭鮮蔬飯,145
310937 , 好自在熊抱安睡褲L 2片,99
310973 , (熱弁當)熱浪咖哩飯,135
310998 , (量)日東紅茶皇家奶茶-草莓口味,179
311001 , (區)南九州溫州蜜柑杯,79
311007 , (新)Color note線圈筆記本-B5,80
311072 , 日本Tarami蒟蒻凍飲-水蜜桃風味,59
311088 , Color Note雙線圈筆記本-A5,70
311126 , (時)寶可夢童帽 001M,219
311148 , 大吸館寒天冬瓜檸檬QQ 400g,35
311195 , 真飽涼麵-蒜辣麻醬,59
311202 , (時預)甜心凱蒂兩用手提包-粉,699
311237 , (預)A夢撞色浴巾-百變卡其色,199
311251 , (時)節奏迷你輕螢光筆H-103-6,60
311333 , (新)Color note線圈筆記本-A7,45
311337 , 澳洲香桐汽泡酒2015限量瓶,950
311351 , (選)智利之星(特)美洛葡萄酒,499
311400 , (預)A夢撞色浴巾-啾咪卡其色,199
311512 , (預)A夢撞色毛巾二入組-好心情,199
311531 , (預)A夢撞色浴巾-好心情黃藍色,199
311599 , (7F)21Plus紫金地瓜球,50
311632 , (預)A夢撞色浴巾-啾咪白藍色,199
311646 , (區)統一生機蜜棗乾(袋)130g,79
311650 , 豬肉貢丸(整包8入),120
311664 , (預)A夢撞色浴巾-百變白藍色,199
311810 , (預)A夢撞色浴巾-好心情卡其色,199
311846 , 黃金魚蛋(整包10入),180
311857 , (時)抗菌腳踝足弓加強船襪-M灰粉,69
311878 , (預)A夢撞色浴巾-啾咪黃藍色,199
311934 , (預)A夢撞色毛巾二入組-啾咪,199
311980 , (預)A夢撞色浴巾-好心情白藍色,199
311989 , 21Plus冬瓜檸檬Q凍凍冰棒,45
311997 , (預)A夢撞色毛巾二入組-百變,199
312023 , (預)A夢撞色浴巾-百變黃藍色,199
312079 , (預)迪士尼公主長袖套裝 140CM,349
312099 , (預)蜘蛛人系列連帽浴巾109,399
312114 , (節)瑞穗鮮乳紅豆雪糕,45
312210 , 烤雞藜麥毛豆輕蔬餐盒,109
312239 , 中華油豆腐(整盒4入),60
312257 , 白玉蘿蔔塊(整包6入),90
312260 , T196恐龍收集車,120
312267 , (時預)甜心凱蒂側背包-深藍,599
312298 , 米血糕(整包5入),75
312319 , 粥天子-阿發師香芋瘦肉煲粥,65
312332 , 穀物紅蜜紅豆,0
312336 , 絕對伏特加檸檬口味500ml,505
312341 , (時預)黃金纖維蛋白被,2680
312374 , 台灣黑輪(整包8入),120
312382 , ㄅㄨㄅㄨ旅行趣,99
312405 , D062 醫生組,160
312413 , (時預)石墨烯發熱羊毛冬被,1980
312439 , (開)牛奶鳳梨切片,109
312480 , 日本Tarami蒟蒻凍飲-蘋果風味,59
312502 , (時預)甜心凱蒂後背包-粉,849
312573 , (時預)甜心凱蒂後背包-深藍,849
312700 , (熱)紅豆牛奶,79
312728 , (選)愛之味牛奶花生Can340(六入),240
312760 , (時)抗菌腳踝足弓加強船襪-L黑灰,69
312764 , (時)抗菌腳踝足弓加強船襪-L藍黑,69
312766 , (時)抗菌腳踝足弓加強船襪-M黑紅,69
312789 , 元本山金綠片海苔禮盒,330
312833 , (選)泰山仙草蜜Can330(六入),120
312837 , (選)泰山八寶粥Can375(六入),240
312886 , (開)履歷巨峰葡萄500g,169
312915 , SOUSOU環保購物袋-貓,199
312920 , SOUSOU環保購物袋-五十音米,199
312930 , SOUSOU環保購物袋-十數藍,199
312961 , SOUSOU環保購物袋-十數黑灰,199
312982 , 好菇道鴻喜菇65折,38
313009 , SOUSOU陶瓷圓盤-十數黃,199
313010 , SOUSOU陶瓷圓盤-貓,199
313029 , (預)黃阿瑪朕的家,2400
313060 , 美國蘋果2入袋,75
313071 , (吊)御料小館椒鹽花枝丸,59
313096 , (預)XAP POD戶外時代立體公仔,2880
313133 , 國際牌錳乾電池1號2入,119
313146 , 國際牌錳乾電池2號2入,99
313152 , Cricket火石安全打火機,30
313172 , 量)風倍清除菌消臭噴霧370(高效),149
313182 , 絕對伏特加葡萄柚口味50ml,69
313184 , 量)風倍清除菌消臭噴霧370(綠茶),149
313193 , 預)艾爾絲平面口罩50入-奶,99
313198 , (預)消防船積木,650
313214 , (選)木炭(2-4人用)-選,75
313239 , 亞培安素菁選香草HMB,95
313243 , (選)火把-選,55
313245 , 預)艾爾絲平面口罩50入-紫,99
313250 , (預)大泡泡剪2入組,699
313256 , (選)烤肉刷(1支)-選,13
313262 , 好菇道雪白菇65折,38
313269 , (選)烤肉夾-選,18
313272 , (選)烤肉網-選,42
313336 , 草莓牛奶霜淇淋霜料,0
313351 , 新版雙層大拖車,350
313374 , 葡萄王康普茶-葡柚蜜香PET530,35
313381 , 曼秀雷敦抗菌極緻薄痘痘貼20入,79
313440 , (素)酥格格,79
313447 , 歐樂B小頭護齦超細毛牙刷,79
313564 , (7F)CP氣炸人生調味法式豬排,445
313602 , (均)冷藏室用除臭劑,59
313610 , (7A)熱浪咖哩叻沙麵+麻辣滷米血,249
313624 , (均)馬桶清潔錠-玫瑰香味,59
313636 , (哈根集點)統一UNI-WATER 20元,20
313651 , (均)透明文件袋A5,59
313664 , (盒)御料小館香滷綜合三拼,59
313680 , (7A)熱浪南洋咖哩飯+麻辣滷米血,229
313697 , (7A)熱浪咖哩叻沙麵+酥脆豆皮,239
313721 , (均)不織布水槽濾網(淺型),59
313732 , (均)保溫瓶清潔劑,59
313752 , (均)馬桶清潔錠-柑橘香味,59
313756 , (量)良澔韓式海苔-梅子口味,89
313772 , 量)靠得住完美封漏夜35cm8片3包,297
313794 , SOUSOU復刻大毛巾-貓,399
313818 , (7F)森羽嫩里肌,159
313839 , (7F)森羽小雞腿,149
313866 , (7F)森羽二節翅,149
313914 , (7F)森羽戰斧土雞腿排,329
313919 , SOUSOU多用途手提袋-十數黑,690
313924 , (7F)森羽愛心土雞胸肉,145
313925 , (預)SOUSOU玻璃碗2入組-微笑,399
313930 , (預)SOUSOU玻璃碗2入組-十數,399
313944 , (7F)怪獸-原肉零食-南瓜丁45g,155
313957 , (7F)怪獸-貓主食鮮肉糧250g-雞肉,399
313964 , (7F)怪獸-原肉零食-牛肉片60g,240
313967 , 百齡罈紅璽威士忌200ml,159
313980 , SOUSOU男用輕量休閒拖鞋-十數黑,450
313990 , (寵)貓倍麗金罐角切鮮鮪魚85g,56
314030 , (寵)貓倍麗金罐極品鮪魚真鯛85g,56
314034 , (選)安安成褲頂級淨爽型Ｍ號,279
314075 , 沖繩Orion奧利恩零醣質啤酒,79
314135 , (區)安安成褲頂級淨爽型L~XL號,299
314179 , 2O)SUNMAI瘋蜜啤酒20週年版,125
314191 , (7F)汪喵-貓主食罐80g-扁鱈雞肉,57
314196 , @卡滋蠟筆小新多功能桶-動感超人,1899
314216 , (7F)汪喵-犬主食罐80g-田園火雞,57
314251 , (7F)怪獸-佛跳牆80g-翡翠燉雞,35
314307 , (7F)HM-手切肉乾-御燒牛肉30g,99
314317 , (7F)HM-維他命罐80g-鮪魚小蝦B,32
314347 , (7F)HM-罐頭專用匙,35
314354 , 真好禮七七小巴黎巧克力綜合禮盒,259
314367 , 真好禮-盛香珍綜合午茶餅乾禮盒,269
314406 , @HelloKitty雙味捲心酥禮盒,290
314410 , (區)高坑原味牛肉角-隨身包,219
314412 , (區)高坑辣味牛肉角-隨身包,219
314435 , @真好禮-五福臨門堅果瓜子禮盒,329
314462 , G)Bourbon多種類精選餅乾,69
314465 , (區)統一生機無花果乾(袋)70g,99
314502 , G)Bourbon一口鹽味洋芋片,19
314532 , LP33益敏優多170ml,15
314554 , 韓國Binggrae香蕉牛奶200ml,49
314598 , 多喝水鹼性竹炭水700(四入),80
314624 , 103春節紳藍經典威士忌超值組,665
314642 , 日本味王暢快人生草玫精華版,69
314702 , (區-訂1來1箱)福興宮醬油米乖乖,59
314817 , 三得利小角0.18l.,150
314918 , 法朋-草莓霜淇淋紙杯,0
314926 , 桂格活靈芝菌絲體滋補液禮盒(8入,552
314929 , (離)真飽涼麵-蒜辣麻醬,65
314935 , 白蘭氏養蔘飲 8入禮盒,552
314937 , 台糖黃金蜆精禮盒(8入),520
314946 , (素)米米薯片-經典日曬湖鹽味,120
314964 , (預)紅包袋5入-夏亞專用薩克,59
314987 , (學)真飽涼麵-蒜辣麻醬,59
314992 , (素)米的洋芋片-韓式海苔味,120
315026 , (預)SOUSOU 寵物飼料盆-十數黑,399
315052 , (預)SOUSOU 寵物飼料盆-十數白,399
315068 , 艾酷奇貓熊造型紅豆包,39
315076 , (素)米米薯片-濃起司味,120
315087 , 預)Mofusand茶罐手帳貼紙-草莓茶,85
315095 , LADEARS 法式檸檬塔,49
315144 , (素)大瑪波浪脆餅,79
315157 , 日式麻糬泡芙,49
315188 , POS_COUPON-啤酒3件送零食,0
315200 , (滷)香滷翅小腿,20
315221 , (開)紐西蘭ROCKIT櫻桃蘋果4入,215
315230 , (開)子彈蓮霧切片250g,109
315239 , (熱壓土司)松露嫩蛋,60
315251 , 雲摩爾XS 25紅,125
315279 , 艾酷奇貓熊造型紅豆包(整包6入),234
315298 , (預)哈根達斯掌心玫瑰造型冰淇淋,399
315324 , (預)阿奇儂-花生脆粒雪糕5入(盒),119
315340 , 經典(杯)_珍珠超載了,119
315341 , 經典(脆餅)_珍珠超載了,139
315343 , 美)美麗日記金縷梅控油花萃面膜7,299
315345 , 美)美麗日記百合淨白花萃面膜7入,299
315349 , 美麗日記玫瑰保濕花萃面膜7入,299
315379 , (預)果然棒A+燕麥珍珠6支裝,180
315383 , (區)蔥蔥回魂辣拌麵135g/包*4入,239
315397 , (A)瑞穗鮮乳930ml(盒),92
315429 , (開)美國血橙4入,175
315432 , (預)百吉蘇打大雪糕5入(盒),125
315436 , Asahi生啤酒350cc,49
315444 , (區)蔥蔥回魂辣湯麵130g/包*3入,179
315503 , (預)SOUSOU多功能收納筆筒-十數,299
315535 , 康匠醫療口罩-SOUSOU微笑淺藍3入,59
315551 , (區)英雄淚-野山椒激辣粉25G/盒,99
315561 , 康匠醫療口罩-SOUSOU十數彈珠3入,59
315573 , 康匠醫療口罩-SOU十數四葉草3入,59
