商品編號,商品名稱,單價
569037 , (區)福記桂圓米糕粥360g(盒),70
569045 , (區)豐興餅鋪紅烏龍爆米花,129
569070 , 園之味100%綜合果蔬汁380ml,45
569090 , 台式醃蘿蔔,49
569128 , (區)吃果籽-葡萄愛玉吸凍飲,38
569140 , (區)吃果籽-蜜桃烏龍吸凍飲,38
569165 , 茉莉茶園-蜜茶櫻花版PET585,25
569171 , 樂事洋芋片線條小狗聯名草莓季組,399
569180 , 日東紅茶-皇家草莓奶茶,39
569191 , (盒)呷七碗碗粿,59
569192 , 小瓜呆脆笛酥-巧克力39元,39
569221 , 樂天小熊餅-粉紅草莓風味,49
569229 , (預)泰迪小熊吊飾,234
569264 , (區)絨毛熱氣球後背包,490
569280 , UCC艾洛瑪黑咖啡PET500,45
569291 , (區)福記紅豆紫米粥250g(包),40
569298 , 萬歲牌夏威夷纖果,85
569299 , LADEARS優格草莓蛋糕杯,59
569303 , (預)牛仔小熊吊帶褲,243
569306 , UCC艾洛瑪拿鐵PET500,45
569312 , LOTTE ZERO浪漫草莓小蛋糕,129
569313 , (預)軟萌小熊吊飾/粉,585
569314 , (預)迷你連帽上衣/紅色,279
569316 , 三養元祖拉麵杯裝,49
569322 , 冷凍紐西蘭小羔羊梅花肉片,179
569330 , (預)蜜糖氣球狗吊飾/粉色,351
569336 , 竹葉堂和風醬油串糰子,42
569338 , 東鳩煉乳玉米脆果-草莓口味,65
569344 , (區)福記芋頭甜湯 360g(盒),70
569367 , 三養火辣雞肉風味鐵板炒麵起司味,49
569368 , (W店)資生堂百優乳霜75ml一罐,1699
569371 , YBC草莓風味捲心酥,59
569373 , 比得兔丹麥奶油酥餅禮盒,429
569382 , (W店)蘭蔻超極限賦活露100ml一瓶,3799
569383 , (預)草莓圖案粗針織毛衣,261
569387 , UCC赤濃醇黑咖啡CAN185,35
569388 , 三養火辣雞肉風味鐵板炒麵杯裝,49
569402 , (預)草莓編織小包,135
569403 , (預)相機小熊吊飾,351
569408 , (W實)金門一條根精油貼布1包10片,48
569411 , (預)迷你連帽上衣/綠,279
569423 , 樂事輕雪鹽口味莎莎風味醬49元,49
569426 , 樂事輕雪鹽口味糖醋風味醬49元,49
569434 , (區)陳稼莊-百香果汁,60
569443 , (預)珍珠雪兔吊飾,531
569451 , (預)絨毛小狗吊飾/杏色,255
569458 , Buckskin德式小麥啤酒-9.8L桶啤,0
569460 , Buckskin三月啤酒-9.8L桶啤,0
569461 , (預)暖心小熊吊飾,531
569463 , (預)小熊開學季吊飾/白色,405
569466 , Pocky百奇奢華草莓可可棒,179
569482 , 乖乖玉米脆條大湖草莓,39
569528 , 三養火辣雞肉風味鐵板炒麵奶油醬,49
569557 , (量)棗核仁,129
569558 , 維力炸醬麵限定版(五包入),100
569562 , (區)日香食品-牛蒡餅,35
569596 , (區-訂1來1箱)福源花生芝麻蛋捲,429
569618 , (新)享樂桶冰淇淋蓋,0
569674 , (盒)蝦仁粉絲煲,59
569708 , (區)陳稼莊-桑椹汁,60
569763 , (區)日香食品-冬筍餅,35
569782 , (活)3oz+甜筒,99
569785 , (新)享樂桶冰淇淋杯,0
569800 , 白蘭氏養蔘元氣凍(馥蜜回甘)1入,59
569833 , LOTTE酷立吸冰淇淋-草莓歐蕾口味,69
569841 , (區)鬍鬚林雞爪凍,129
569856 , (區)沙灘拖-灰色(25.5cm),349
569860 , (7F)澳洲空運櫻桃300g/盒,469
569872 , 奇美萬丹紅豆包(整包6入),150
569876 , (開)蘋安順梨禮盒,1299
569877 , (熱壓土司)奶茶卡士達,60
569880 , (區)塑膠樸克牌,220
569932 , (區)沙灘拖-藍色(21cm),299
569942 , 奇美萬丹紅豆包,25
569945 , (宅)西湖水通伯50年老欉文旦禮盒,899
569949 , T077超級海綿槍,199
569985 , SOU．SOU涼感運動巾-扎之森,189
569986 , (區)玻璃高粱酒杯-同島,990
570006 , (區)吃果籽-綜合款吸凍飲,38
570045 , (區)玻璃高粱酒杯-島隅,990
570061 , T098電動收銀機,299
570065 , (量)乳酸味益生菌果凍棒,159
570070 , (區)沙灘拖-綠色(28cm),349
570097 , (原)台鮮SEAHAWK美國華盛頓櫻桃,2399
570106 , T106茶點蛋糕組,180
570116 , (區)玻璃高粱酒杯-嶼光(夜光),1199
570118 , (W店)酷洛米蛇年L型地墊2入-1組,149
570126 , SOU．SOU涼感運動巾-十數,189
570178 , (W店)Kitty蛇年L型地墊2入-1組,149
570191 , T107磨輪挖土機,199
570228 , T108恐龍包,120
570248 , 迷你遙控車,350
570260 , 量)麝香葡糖味果凍棒添加維生素C,159
570273 , 哈根達斯淇淋巧酥迷你杯,129
570277 , (W店)棠品居衛生紙100抽x8包,80
570300 , 阿甘薯叔冰烤地瓜,40
570306 , (W店)雅詩蘭黛護唇膏1.6g一個,135
570314 , 珍珍鱈香魚片38g,25
570322 , 2oz紅絲絨可可冰淇淋59元,59
570330 , (離)晶華香烤魚排佐起司青醬燉飯,120
570331 , 3oz紅絲絨可可冰淇淋89元,89
570340 , 彩泥組-動物,199
570345 , 紅絲絨可可莓果霜淇淋(酷聖石),59
570359 , 2oz(優)-濃鐵觀音冰淇淋,59
570377 , 晶華-香烤魚排佐起司青醬燉飯,109
570382 , (W店)資生堂美白護手霜40g一入,145
570386 , KAFEN卡氛極致旅行組,199
570387 , 3oz(優)-濃鐵觀音冰淇淋,89
570393 , 晶華-松露烤雞義大利麵,99
570419 , (W店)377清澈潔面膏75g/1件,160
570423 , 消防系列-新紅色救護車,269
570425 , (離)星宇航空-鳥喜炙燒雞腿丼,109
570451 , K)媚比琳霧感液態唇膏118 吹笛,430
570455 , K)媚比琳霧感液態唇膏 225藝術家,430
570485 , (專)福味手工麻花捲-黑糖撞奶,99
570487 , K)媚比琳純淨礦物BB凝露升級版02,420
570517 , 角落小夥伴果汁機,399
570526 , (量)KAKA珍四鮮冠軍魚十三香,139
570529 , K)專科全效海洋友善防曬乳,360
570535 , A686KT甜甜圈小舖,299
570581 , 旺寶厚濕巾80抽春日櫻語(後),49
570584 , T091磨輪聲光高速幹線,220
570590 , 星宇航空-鳥喜炙燒雞腿丼,99
570601 , T076可愛寵物店,199
570607 , 旺寶厚濕巾80抽HK蝶韻精靈(前),49
570630 , (離)晶華-松露烤雞義大利麵,109
570649 , (離)極饗-榨菜肉絲湯麵,98
570660 , 極饗-榨菜肉絲湯麵,89
570678 , T082恐龍世界,150
570687 , (專)雅方酸菜白肉鍋,189
570688 , (吊)豆腐蛋白棒,49
570715 , T109回力合金車,199
570730 , T110漢堡早餐組,180
570786 , T111合金彈射車,120
570810 , (預)迪士尼公主手提水洗著色畫板,620
570817 , 粥天子-廣式皮蛋瘦肉煲粥,69
570826 , CR純棉羅紋短袖衫(V領)-XL,199
570847 , (離)粥天子-廣式皮蛋瘦肉煲粥,76
570855 , (量)自然嚴選諾曼第重奶油蝴蝶酥,45
570869 , (預)冰雪奇緣典藏彩色鉛筆12色,320
570873 , (預)迪士尼公主典藏彩色鉛筆12色,320
570907 , (預)冰雪奇緣著色畫軸,390
570910 , (預)迪士尼公主著色畫軸,390
570940 , 酷聖石QQ茶歐蕾冰銅燒,79
570951 , LOTTE爽冰淇淋-冷凍鳳梨,69
570977 , 韓式炸醬麵,85
570984 , (離)韓式炸醬麵,94
571011 , 晶華醬皇鮑魚飯糰,59
571022 , (澎)晶華醬皇鮑魚飯糰,65
571025 , (金馬)晶華醬皇鮑魚飯糰,65
571043 , 晶華-府城肉燥厚切排骨飯,129
571047 , K)媚比琳全效8合1粉餅升級版02,300
571061 , (離)晶華-府城肉燥厚切排骨飯,142
571138 , 星宇航空美式爆汁熱狗堡(微辣),69
571148 , (糖)寶可夢連接之木(盒玩),299
571198 , (量)自然嚴選北海道牛乳風味薄燒,45
571208 , K)花漾美姬柔滑眼線膠筆R01咖啡,389
571241 , (糖)角落小夥伴麵包屋(盒玩),299
571247 , K)花漾美姬柔滑眼線膠筆R02榛果,389
571263 , (專案)PH9.0鹼性離子水PET800,28
571271 , K)花漾美姬柔滑眼線膠筆R03玫瑰,389
571282 , (專案)統一UNI water純水PET550,20
571293 , K)花漾美姬極細抗暈眼線液筆06粉,469
571306 , K)媚比琳純淨礦物BB凝露升級版01,420
571320 , CR羅紋圓領背心-黑XL,199
571327 , K)1028超控油定妝噴霧60ml,350
571342 , K)媚比琳霧感液態唇膏117 吻,430
571346 , K)媚比琳霧感液態唇膏210 拾穗,430
571350 , CR羅紋圓領背心-黑L,199
571367 , (量)盛香珍海苔鹽迷你蘇打餅,45
571385 , K)1028PROFIX修片狂校色遮瑕盤EX,420
571389 , 日本甘王草莓迷你泡芙,69
571430 , (糖)蠟筆小新幼稚園(盒玩),339
571431 , Bourbon艾莉絲北海道牛奶餅乾,69
571441 , (糖)角落小夥伴壽司(盒玩),299
571478 , (糖)大耳狗咖啡館(盒玩),299
571486 , K)1028PROFIX修片狂調色遮瑕盤EX,420
571530 , 韓味覺酥炸魷魚條,199
571542 , (糖)蠟筆小新日常生活(盒玩),299
571546 , G)韓國櫻花風味雙色棉花糖,29
571559 , G)日本JohnsBlend櫻花香氛膏,149
571562 , G)日本DB洗衣凝膠球百花香,99
571565 , G)日本DB洗衣凝膠球奢華香水,99
571566 , CR羅紋圓領背心-黑M,199
571581 , K)1028飛我莫屬限量眼彩盤暮玫瑰,520
571610 , (量)卜祥老中醫古早味仙楂,66
571647 , (糖)角落小夥伴居家(盒玩),299
571673 , 軒記扇形車庫蜜汁岩燒豬肉條禮盒,499
571683 , 合金鋼甲獸,150
571745 , 養樂多巧克力牛奶,17
571801 , (區訂1來1箱)台中犁記奶香綠豆椪,550
571826 , 電動釣魚盤,160
571839 , (7f)冷藏澳洲穀飼嫩肩牛排,229
571841 , K)1028飛激瞬翹防水睫毛膏濃縮咖,390
571842 , OATLY高鈣燕麥奶1000ml,219
571845 , (7f)冷藏澳洲穀飼無骨牛小排,399
571856 , K)1028唇迷心竅唇霧701杏仁蜜桃,350
571860 , D011 安全吸盤弓箭,220
571866 , D012 摩輪音效垃圾車,299
571870 , (7f)冷藏澳洲穀飼牛梅花火鍋片,229
571871 , D013 摩輪音效回收車,299
571872 , D015 漢堡套餐切切樂,220
571874 , D016 綜合蔬果切切樂,199
571876 , (糖)巧趣多蛋黃哥巧克力糖造型蛋,79
571883 , (7f)澳洲穀飼牛絞肉,149
571909 , (7f)冷藏澳洲穀飼嫩肩火鍋片,239
571912 , (巧)凱薩90％巧克力,128
571923 , (巧)凱薩85％巧克力,128
571925 , (節)棒棒優優格雪糕-原味,40
571934 , (7f)冷藏澳洲穀飼牛小排火鍋片,299
571939 , 野崎製果超長口香糖-汽水,55
571940 , (寵)HM-好大一塊80g-大塊鮪魚,28
571942 , K)1028唇迷心竅唇霧702多汁蘋果,350
571965 , 野崎製果超長口香糖-葡萄,55
571970 , (寵)HM-好大一塊80g-大塊雞肉,28
571973 , (P)汪貓-純湯罐80g-清燉雞魚湯,32
571974 , 酷聖石紅絲絨可可冰淇淋(盆裝),0
571982 , (寵)汪貓-優格丁22g-營養雙莓,149
571990 , (區)愛之味土豆麵筋3入組,150
571991 , (P)汪貓-純湯罐80g-鮮甜鰹魚湯,32
571995 , K)1028唇迷心竅唇霧703熟成草莓,350
572008 , (贈品)2025鮮食開運錢母,0
572009 , 阜杭原味豆漿,35
572011 , (寵)汪貓-優格丁22g-高纖南瓜,149
572038 , K)1028唇迷心竅唇霧704日曬丹橙,350
572075 , 三起司熱狗大亨堡,45
572089 , (專)雅方原汁紅燒羊肉爐,299
572092 , (節)棒棒優優格雪糕-草莓,40
572098 , 易口舒無糖薄荷錠-沁香葡萄口味,75
572109 , K)1028唇迷心竅唇霧705琥珀石榴,350
572140 , (專)雅方羔羊排爐,299
572146 , K)1028唇迷心竅唇霧706摩卡櫻桃,350
572165 , K)1028胺基酸淨潤卸妝水200ml,229
572200 , K)1028胺基酸淨潤卸妝乳200ml,229
572250 , K)1028胺基酸健康淨潤雙層卸妝水,299
572277 , (吊)獨饗起司火腿蔥油餅,49
572284 , K)1028胺基酸健康極潤護唇膏,199
572559 , (吊)滷鼎記麻辣豬皮,49
572582 , (活)2OZ買1送1,59
572632 , 來一客杯麵辛辣香菇風味,35
572659 , (活)享樂桶買1送1,340
572732 , 黑橋牌港式火腿蘿蔔糕,119
572764 , 讚岐烏龍麵1食,45
572776 , (預)抗菌防臭1/2氣墊襪二雙組-黑,99
572783 , (預)抗菌防臭休閒襪二雙組-白,99
572785 , 醬皇牛腱飯,109
572805 , (預)抗菌防臭1/2氣墊襪二雙組-灰,99
572806 , (W店)蘭蔻超極光晶露250ml一瓶,2699
572809 , (W店)雅詩蘭黛6色經典眼影盤一盒,799
572819 , (預)抗菌防臭休閒襪二雙組-灰,99
572825 , (預)抗菌防臭1/2氣墊襪二雙組-白,99
572836 , 香草夾心餅乾-聯名款,169
572848 , (預)抗菌防臭休閒襪二雙組-黑,99
572850 , 淨 男士清爽控油洗髮乳,179
572865 , (W店)愛馬仕橘綠香水15ml一瓶,711
572870 , (W店)雅詩蘭黛特潤修護露7ml一罐,166
572883 , 消防系列-雲梯消防車,269
572888 , (W店)資生堂百優乳霜50ml一罐,1333
572889 , (W店)資生堂百優乳霜18ml一罐,311
572891 , (預)Lotin大眼仔串珠手鍊,899
572913 , (離)醬皇牛腱飯,120
572919 , (預)TELITA抗菌防臭竹炭毛巾3入,129
572936 , 手信坊有餡蛋捲禮盒,350
572937 , (預)TELITA抗菌防臭素色毛巾3入,129
572944 , (預)迪士尼白雪公主3件組飾品,1314
572950 , 韓國三色跳跳棉花糖(綜合水果),59
572958 , 不二家檸檬脆糖,65
572961 , 純在沁莓鮮果飲,49
572968 , (W店)嬌潤泉泥膜100g(附刷)/1件,239
572982 , HelloKitty龍旺來存錢筒軟糖禮盒,499
572992 , (W店)嬌潤泉膠原精華30支/1盒,399
573004 , 生活車系列-環保垃圾車,269
573019 , HelloKitty法國浪漫馬克杯禮盒,529
573025 , 大耳狗甜蜜蜜棉花糖禮盒,479
573026 , 超人力霸王迪卡造型爆米花桶,599
573030 , W店)星太郎超寬條餅香菜口味一包,26
573041 , (預)迪士尼美女與野獸3件組飾品,1314
573042 , (W店)酷洛米蛇來蛇去麻布袋-1入,99
573048 , (預)迪士尼小美人魚4件組飾品,1999
573049 , (W店)嬌潤泉三重蛋白面霜50g/1瓶,459
573062 , 好想兔鈣五吉牛乳片禮盒龍收納筒,499
573091 , G)泰國大哥豆椰汁花生豆,25
573097 , 格力高Pocky草莓粒粒分享禮盒,299
573112 , W店)巧益大豬公風味魚卷110g/包,48
573134 , G)馬來西亞SuperRing東方芝士圈,25
573148 , G)AcecookCoCo壹番屋咖哩烏龍麵,49
573181 , A682三麗鷗家族彈珠機,299
573187 , 北港媽祖綜合餅乾精緻面紙禮盒,399
573190 , 蠟筆小新日式小圓餅乾手提禮盒,420
573207 , 青鳥旅行綜合經典蛋捲16入,600
573212 , HelloKitty巧克力曲奇造型禮盒,299
573221 , T888彈射車組,199
573236 , 卡娜赫拉龍年拍拍燈綜合堅果禮盒,599
573256 , 護妍天使隱形痘痘貼小痘專用18入,79
573286 , 柴語錄汪汪蝴蝶酥旺財洗衣袋禮盒,449
573300 , 格力高Pocky杏仁粒粒分享禮盒,299
573305 , (寵)HM-犬餐盒：羊小排-心臟機能,42
573306 , Popcan造型棒棒糖小禮桶,209
573315 , 寶可夢四方納福X老楊方塊酥禮盒,450
573316 , (W店)嬌潤泉玻尿酸精華30支/1盒,399
573318 , 大甲鎮瀾宮媽祖添福順心蛋捲禮盒,420
573336 , 蠟筆小新巧克力曲奇X收納筒禮盒,489
573341 , 寶可夢葡萄QQ軟糖(送磁鐵),59
573351 , (寵)HM-犬餐盒：菲力牛-護眼機能,42
573353 , 龍好運轉盤可可甜甜圈禮盒,499
573360 , 元本山一番摘花見迎福禮盒,249
573361 , 迪士尼米奇丹麥酥餅大圓盒,399
573368 , (W店)娘家大紅麴30粒/1盒,2150
573385 , Pocky百奇福旺龍來馬克杯禮盒,299
573399 , 可口三麗鷗萌趣迎春脆迪酥禮盒,399
573406 , HIS CAFE純黑咖啡CAN185,29
573411 , HIS CAFE醇熟咖啡CAN185,30
573420 , (W店)統欣膠原蛋白20入/1袋,195
573434 , Hello Kitty芝麻蛋捲-祥龍禮盒,479
573441 , 如記真空綠竹筍,69
573450 , (W店)娘家益生菌60包/1盒,1936
573467 , 預)幸福物語米奇口罩50入-米奇黑,179
573505 , (W店)嬌潤泉酵母精華30支/1盒,399
573506 , Rody 40週年跳跳馬禮盒,499
573515 , *原萃鐵觀音PET580,29
573518 , G(預)LG FiJi一紙淨洗衣紙-清新,299
573558 , G(預)LG-Mr.HomeStar除霉噴霧,109
573560 , 預)32K 2024手帳SDM-274C-甜點,159
573573 , G(預)LG FiJi一紙淨洗衣紙薰衣草,299
573591 , G(預)FiJi 3X酵素增豔極淨洗衣精,299
573604 , 時)SN-25515A-25K方橫筆記-牛皮,50
573608 , 時)SN-25520B-25K橫罫筆記-黑,45
573627 , 力保美達,35
573630 , 時)SN-25515B-25K方橫筆記-黑,50
573640 , 時)SN-25520A-25K橫罫筆記-牛皮,45
573661 , (糖)角落小夥伴的一天盆景(盒玩),399
573685 , 公主首飾組-艾莎公主,299
573735 , (區)阿根廷神馬莊園珍藏卡本內,555
573756 , 2O)臺虎精釀石榴星花園啤酒,99
573759 , G)日本NIJIYA微碳酸葡萄調酒,149
573801 , 冰火(芒果鳳梨口味),49
573803 , 量)麒麟一番搾350cc富士山景杯組,288
573814 , 愛麗兒髮妝組,349
573819 , (預)麒麟霸330cc12入悠遊卡組合,649
573835 , 仕高利達金雪莉威士忌200ml2入組,318
573842 , 阿法淇朵-布丁99元,99
573873 , 佩佩豬泡棉彈彈球(大),260
573900 , (區)阿根廷神馬莊園珍藏馬爾貝克,555
573913 , (預)愛馬仕洗沐禮盒,699
573954 , (預)迪士尼仙杜瑞拉3件組飾品,1314
573962 , A678KT電動收銀機,399
573974 , 一匙靈制菌洗衣精補充包1.9KG,99
573984 , 蔻蔻那椰香優格(芒果椰椰),35
573989 , T099回力合金消防車,250
574005 , (區)小黑蚊斑蚊專用防蚊液,200
574016 , T075趣味螃蟹夾,99
574019 , (區)衣物寢具防蹣抗菌噴劑,150
574054 , G)Bourbon MinBit五種綜合可可糖,179
574061 , (W店)德國Pril洗碗精-檸檬香1入,100
574062 , (W店)興家安速防蚊網片x1入組,380
574072 , (W店)興家安速果蠅餌劑x1件組,160
574073 , (時)SKB復古色I按動中性筆5色入,125
574085 , (W店)德國Pril洗碗精-柑橘香1入,100
574086 , T079警車變體組,99
574089 , ASEED COCORO 葡萄沙瓦,59
574090 , (W店)德國Pril洗碗精-蘋果香1入,100
574105 , (W店)諾貝達卡文枕套(隨機色)1套,129
574111 , 春上方塊戚風杯(草莓),65
574119 , G)日本黑雷神馥郁巧克力蛋糕餅乾,15
574126 , (W店)合家麻花卷 原味(一包),76
574130 , (W店)台式烤海苔(醬燒口味)*1包,50
574132 , 貓尾巴造型焦糖生乳捲,49
574134 , (時)SKB復古色II按動中性筆5色入,125
574151 , (W店)台式烤海苔(胡椒口味)*1包,50
574159 , T112海綿槍,150
574161 , 日清Irvins辣鹹蛋味速食撈麵(碗,95
574177 , (W店)御禾坊 松花皮蛋 4粒入*1盒,78
574182 , (預)Lotin唐老鴨串珠手鍊,799
574184 , 百加得蘭姆酒,209
574187 , (區)統一生機台灣芒果乾45g,139
574195 , T113水果切切樂,180
574196 , ASEED COCORO 可樂沙瓦,59
574202 , T114磨輪雲梯車,199
574203 , -196℃強冽－雙重葡萄can500,109
574209 , (W店)羅董熟鹹蛋 4粒入*1盒,78
574210 , (W實)黑雞牌雞絲麵(免煮)*1袋,100
574241 , (活)ICP買1送1,49
574298 , (預)SOU．SOU手提不鏽鋼杯-十數,799
574324 , 龐貝藍鑽特級琴酒,259
574385 , 滿天星原味45元,45
574386 , (蔬)當歸湯,59
574388 , (W店)諾貝達卡文洗衣袋/1件,85
574418 , 酷聖石 紅絲絨星宇聯名(餅杯套),0
574419 , 釣魚組,79
574430 , Sapporo生啤酒黑標350ml,48
574439 , (W店)摺疊桌下置物車(淺灰)/1組,120
574454 , 天竺鼠車車-彈珠台,199
574540 , Snaclub沖繩南高梅風味番茄乾,69
574547 , 新版雙層大拖車,350
574564 , 角落小夥伴賓果扭蛋機玩具組,240
574572 , A687KT彈珠台,199
574618 , T101兵士桶,120
574642 , T087手提盒停車場,220
574648 , 輕量便利傘55cm,79
574682 , T100球拍組,120
574690 , 段純貞清燉牛肉麵,209
574700 , 鄧師傅蕃茄牛肉麵,149
574745 , T115粉紅兔購物車,199
574767 , (A)*貝納頌經典拿鐵咖啡290ml,35
574781 , T116恐龍桶,120
574796 , 統一陽光陽光黃金豆豆漿900ml,45
574828 , 白蘭氏養蔘飲(順口回甘)60ml,69
574835 , T090磨輪合金工程車,199
574850 , 麥香檸檬茶PET600,25
574858 , 台塑嚴選黃金海帶絲250g,99
574883 , 百威金尊330ml罐4入組,189
575021 , 農心起司風味辛炒麵(包),75
575039 , 日清醬油杯麵,109
575045 , 老協珍熬雞精1入,150
575081 , 東洋水產沖繩風味柴魚高湯麵,109
575088 , 小廚神餐具組,199
575098 , *飲冰室茶集紅奶茶400ml(盒),25
575121 , 日清海鮮杯麵,109
575122 , 日清UFO炒麵-特濃日式炒麵醬口味,99
575140 , (開)紅肉火龍果單粒,109
575141 , 純喫茶芭樂綠茶650ml(盒),25
575161 , 雙響泡府城擔仔湯麵,35
575164 , 撈魚組,199
575176 , 隨緣紅燒嫩菇湯麵,39
575178 , (2L)君度橙酒50ml,95
575186 , 3oz(優)-生乳酪89元,89
575212 , 生活車系列-娃娃校車,269
575224 , (G)味覺糖e-ma葡萄風味珍珠喉糖,99
575230 , (開)日本紅顏姬蘋果四入盒裝,520
575236 , (量)日本山內瀨戶內檸檬蛋糕捲,179
575244 , 盛香珍珍味四果隨手包,40
575252 , 晶華冠軍牛肉麵1入(紅燒),350
575284 , (節)極饗-豪華奮起湖特製便當,129
575285 , (量)日本山內葡萄乾奶油風味蛋糕,179
575286 , DRR037掛飾-金蔥煙火桃,190
575327 , 預)自動開收三折傘70cm-寶藍,399
575348 , DRR039掛飾-金蔥煙火黃,190
575362 , 原味夾心餅乾香草口味(聯名),69
575370 , 預)自動開收三折傘70cm-鐵灰,399
575373 , 預)自動開收三折傘70cm-深藍,399
575384 , (原)祈福蜜柑-明正特級茂谷柑,799
575426 , DRR052掛飾-招財貓(發財),220
575432 , (區)北海道函館直送3.7牛乳,215
575449 , Orin韓國100%紅石榴汁80ml,35
575461 , (原)草地達人蘋安好梨,998
575463 , 福樂超能蛋白營養牛乳咖啡口味,39
575479 , DAB500鑰匙圈-舒壓桃兔,150
575495 , DRR050掛飾-招財貓(招福),220
575500 , (原)特級牛奶蜜棗,988
575516 , 盛香珍楓糖腰果隨手包,40
575544 , DRR051掛飾-招財貓(納財),220
575545 , DRR053掛飾-招財貓(來福),220
575587 , 統一生機有機燕麥豆漿245ml,39
575617 , SOU．SOU運動毛巾-十數,199
575632 , SJH033美食掛飾-牛肉麵,150
575733 , DAB502鑰匙圈-舒壓紫兔,150
575780 , 統一生機黑芝麻糙米飲245ml,39
575812 , (開)太陽有機木瓜,121
575836 , *海尼根時尚罐710ml,95
575849 , (銷)海尼根時尚罐710ml(12入),1140
575874 , (選)捷克皮爾森歐克啤酒,79
575879 , 統一生機菊花枸杞銀耳露200ml,35
575884 , (7f)太陽石虎有機山蕉,87
575896 , (W店)ARDEN雅頓21天霜75ml一瓶,500
575904 , 固特齒牙線棒300支盒裝,99
575905 , 固特齒超細滑牙線棒50入,49
575939 , (W店)AVEDA隨行按摩梳1支,515
575945 , (W店)聲寶無線迷你除濕器/1台,699
575947 , (W實)捕夢網6吋供電擺頭桌扇/1台,250
575959 , (W店)雅黛賦活花秘乳霜15ml一瓶,594
575969 , (W店)雅頓綠茶舒體霜500ml一罐,556
575970 , G)日本黑雷神濃厚布朗尼,15
575993 , (W實)捕夢網4.5吋供電夾扇粉/1台,89
576002 , (區)乖乖玉米脆條奶油椰子晶圓寶,30
576011 , 話匣子Mini Hoops美式BBQ肋排,25
576013 , 史努比造型桶草莓蒟蒻(黃色版),299
576014 , 話匣子Mini Hoops美式辣起士,25
576037 , (特)響威士忌2306,3918
576056 , 話匣子Mini勁爆香辣口味玉米片,25
576063 , 話匣子Mini炙烤雞汁口味玉米片,25
576075 , (W店)充電式手持/桌立風扇-粉1入,199
576083 , (W店)充電式手持/桌立風扇-白1入,199
576084 , (特)知多威士忌2306,1350
576085 , (W店)台塑舒暢益生菌30包 一盒,383
576087 , (量)老中醫蠶豆(蒜味),99
576089 , (W店)雅譽木鱉果膠囊30顆 一盒,375
576103 , 霸果實綜合水果鮮果凍禮盒,299
576109 , 百吉棒棒冰-蘇打,25
576117 , (高人流) 雪淋霜優惠按鍵,49
576121 , (離)極饗-豪華奮起湖特製便當,142
576123 , (W店)充電式手持/桌立風扇-綠1入,199
576125 , (W店)充電式手持/桌立風扇-紫1入,199
576132 , 樂事鮮切小黃瓜口味洋芋片35元,35
576138 , 樂事名古屋特選手羽先口味洋芋片,35
576158 , 樂事韓式蜂蜜芥末口味洋芋片35元,35
576161 , 樂事波樂純味無添加鹽洋芋片35元,35
576166 , 樂事炙鹽香蒜口味洋芋片35元,35
576169 , 糖)巧趣多HK愛心55%巧克力,179
576192 , (區)極饗-豪華奮起湖特製便當,129
576197 , 糖)巧趣多HK愛心水蜜桃味軟糖,139
576201 , 奧利奧焦糖牛奶口味雙倍夾心餅乾,69
576203 , 奧利奧那不勒斯口味雙倍夾心餅乾,69
576217 , 小瓜呆脆笛酥-草莓39元,39
576222 , 糖)巧趣多HK花漾少女86％巧克力,199
576226 , (P)CIAO管狀肉泥鮪魚+扇貝80g,130
576235 , (A)*台鹽海洋鹼性離子水PET850,29
576244 , (節)瑞穗鮮乳巧酥雪糕,45
576250 , 芊柔xSNOOPY純水濕巾80抽-彩虹,99
576254 , (節)冰戀雪捲冰淇淋-牛奶風味,40
576283 , 芊柔xSNOOPY純水濕巾80抽-彩帶,99
576285 , (2L)蘇格登12年單一麥芽雪莉桶,1490
576299 , 大乾麵蔥燒牛肉風味(桶),35
576314 , G)立陶宛VE新英格蘭IPA啤酒,89
576340 , 醇韻雙味脆捲禮盒,259
576351 , (時預)單人雪紡棉3件套-窗櫺格紋,699
576357 , G)立陶宛VE德式愛爾啤酒,89
576374 , (預)可愛角色鑰匙圈-101忠狗,180
576375 , (時預)單人雪紡棉3件套-百花齊放,699
576421 , 智利之星珍藏級卡本內蘇維翁,409
576435 , (時預)單人雪紡棉3件套-藍色森林,699
576439 , (選)維大力汽水CAN330,25
576441 , (時預)雙人雪紡棉4件套-藍色森林,738
576456 , 康乃馨柔濕巾攜帶包10片,20
576457 , (時預)雙人雪紡棉4件套-百花齊放,738
576459 , 康乃馨柔濕巾旅行包80片,90
576479 , (預)可愛角色鑰匙圈-小鹿斑比,180
576564 , (時預)雙人雪紡棉4件套-窗櫺格紋,738
576569 , 預)32K 2024手帳SDM-274D-漢堡,159
576572 , 預)32K 2024手帳SDM-274A-咖啡,159
576587 , 預)32K 2024手帳SDM-274B-電鍋,159
576622 , (區)便攜式忱頭-U型款,199
576625 , (區)太陽眼鏡組,199
576630 , (3L)ACE酸星球軟糖44g,65
576662 , (選)日本藥用養命酒0.7L,850
576684 , (區)多功能收納包,199
576686 , 科學麵原味(節令版)平安箱,120
576700 , (區)便攜式忱頭-旅行款,249
576726 , 老協珍人蔘精(袋),79
576727 , 當西蒙桑格利亞葡萄調酒內用,99
576728 , (E)立頓鳳梨冰茶650ml,30
576768 , 泰山強氣泡水PET500,35
